xmmobsID,src_ID,xmmra,xmmdec,scts,scts_1,scts_2,scts_3,scts_4,scts_5
764191401.0,12.0,264.974265379379,-28.49634909849422,133.6567840576172,0.0,8.064391136169434,91.65032577514648,29.309763431549072,4.632297515869141
801680401.0,1.0,266.52153497034186,-29.51484781402896,470717.9375,758.1056518554688,1417.0018920898438,19818.58984375,229500.56640625,219223.69140625
550451501.0,1.0,264.3688471083428,-29.13397974697391,114404.40625,456.77371978759766,1182.8805236816406,26520.44921875,56699.2734375,29545.0224609375
152920101.0,2.0,266.85861309373865,-30.045050038800625,441737.03125,982.4553527832031,1607.6240844726562,30179.892578125,236556.25,172410.826171875
152920101.0,1.0,266.8579824251294,-30.0005564827469,872906.0,1897.8976135253906,3544.493438720703,77947.833984375,462699.7578125,326815.96875
722190201.0,1.0,263.0135206610532,-34.754836631691525,52771.5,258.0074768066406,1049.1444091796875,26110.240234375,24434.47265625,919.6317138671875
764191701.0,1.0,265.6263311871905,-28.748865140921627,23517.58984375,3581.6229248046875,14000.01123046875,5334.7967529296875,553.3085174560547,47.84698009490967
824930701.0,1.0,265.1444286619688,-29.62892883192606,15525.84765625,1325.5359344482422,6731.1690673828125,5991.0611572265625,1212.5806579589844,265.5013961791992
764191201.0,1.0,264.87963453000623,-29.16478890549189,39609.4375,1304.9496765136719,10680.581909179688,18928.92236328125,7192.8858642578125,1502.0997009277344
764191601.0,1.0,264.6089049642123,-29.03055262686807,4413.5029296875,743.9022216796875,1962.40234375,1244.6708984375,353.93212890625,108.59500122070312
763180301.0,1.0,266.4753372493642,-31.251103935820137,4143.55810546875,397.4333801269531,1629.0799560546875,1567.76416015625,451.7593688964844,97.52142333984375
764190301.0,1.0,265.56255215132325,-29.24963169003393,3964.624267578125,878.2258682250977,2288.8038024902344,739.9628295898438,57.631577014923096,0.0
550451501.0,2.0,264.12151092565773,-29.174730409241093,2323.3681640625,125.88238906860352,571.8746185302734,1112.517333984375,410.1882553100586,102.90556526184082
764191201.0,3.0,265.09914001009554,-28.94796095824451,6220.888671875,1381.1258850097656,3184.4505615234375,1456.5526428222656,191.39173889160156,7.368069410324097
886010101.0,2.0,264.8344102089021,-29.530606460035028,2913.35595703125,411.8414840698242,1984.5180053710938,495.20645904541016,16.62829875946045,5.161744236946106
801680701.0,1.0,267.0850145041967,-30.47652608539705,1747.0208740234375,237.46778869628906,1124.3591613769531,375.73048400878906,7.6109055280685425,1.8524508625268936
764191001.0,1.0,265.42394510335936,-28.557052198000502,4817.7646484375,1137.1827392578125,2527.7081909179688,1024.268310546875,122.18564987182617,6.4200456365942955
764191701.0,2.0,265.49119862894264,-29.093124799551056,2146.676025390625,325.9827423095703,1503.3657531738281,298.51253509521484,12.192440032958984,6.6225786209106445
202670801.0,3.0,266.37444885921985,-29.11816618862423,5395.09814453125,521.1837387084961,3765.9880981445312,1026.3456115722656,56.53496742248535,25.046058654785156
886011301.0,3.0,265.81399221233295,-31.268818323007228,1320.728759765625,140.25153732299805,634.6304168701172,452.88621520996094,82.7458553314209,10.21475601196289
886010501.0,2.0,265.8507216740023,-30.354556963348006,301.1385192871094,9.395075798034668,100.01947021484375,146.11988830566406,40.03678894042969,5.567277431488037
886011301.0,1.0,266.00799647962754,-31.14073263089559,1352.0667724609375,103.70975875854492,567.0931701660156,550.8944396972656,126.2857551574707,4.083756446838379
764191201.0,2.0,265.0665946129683,-29.06051378565783,16714.431640625,59.69374752044678,530.6289825439453,3819.9561767578125,6178.0010986328125,6126.15087890625
763180301.0,4.0,266.3886410197925,-30.982380581340024,214.01864624023438,40.89106750488281,148.3582763671875,23.863048553466797,0.9062449932098389,0.0
112971001.0,3.0,266.75346899412284,-29.219573947662653,659.2178955078125,40.03147506713867,239.0495719909668,302.5362854003906,75.93498229980469,1.6655327081680298
825140101.0,10.0,265.60464484136713,-29.946822945438587,551.6434326171875,2.7432754039764404,54.017306327819824,304.1165008544922,155.1973123550415,35.56906080245972
764191701.0,3.0,265.57422085661926,-28.946692548486595,1925.943115234375,12.836464196443558,245.10666275024414,1145.1660766601562,475.47698974609375,47.35687589645386
821120101.0,3.0,265.9641908757559,-28.77727765644769,2031.666015625,109.54661560058594,736.2567672729492,942.3053283691406,205.62238693237305,37.93467998504639
886010101.0,1.0,264.82505056475526,-29.39659273722589,7414.701171875,13.1973135471344,35.99351119995117,1174.9549255371094,3892.1094970703125,2298.4459838867188
764191001.0,2.0,265.39065993252296,-28.676527186722055,3704.7431640625,149.03190994262695,891.3990631103516,1636.4468994140625,752.4056091308594,275.4594955444336
825140101.0,2.0,265.87419992505966,-30.136747469009684,2944.62548828125,257.24445724487305,1347.5540161132812,1113.3641967773438,221.37843322753906,5.084732532501221
764190301.0,2.0,265.8310430480506,-29.23304869668055,1386.1163330078125,11.293916940689087,43.63381829857826,774.9058685302734,480.2241744995117,76.05852317810059
764191801.0,1.0,265.1900518495797,-29.276296083185763,3484.93212890625,112.39651870727539,744.4913635253906,1570.8888549804688,792.8845825195312,264.27088165283203
764191101.0,2.0,265.03771284592017,-28.790676075081056,4330.39599609375,43.754515647888184,60.927032470703125,677.5886306762695,1718.9446105957031,1829.1815490722656
886020501.0,1.0,264.7997234357682,-31.1913084657896,609.736572265625,41.10034370422363,306.4251403808594,213.59963607788086,42.43863105773926,6.172774791717529
301730101.0,1.0,264.9979399491616,-31.19025507231179,535.423828125,36.1872878074646,265.57873153686523,204.93206024169922,26.844111919403076,1.8816038370132446
886010701.0,2.0,265.45697371842977,-30.43530865097931,1030.1595458984375,109.15798282623291,523.8300857543945,359.42298889160156,33.59167766571045,4.1568297147750854
694040201.0,52.0,267.3223155950375,-30.597943931720156,531.882080078125,135.78221130371094,287.76275634765625,81.96154403686523,17.566588401794434,8.809008598327637
764191801.0,5.0,265.4038877175115,-29.42614836090072,423.44268798828125,29.292285919189453,166.4996795654297,171.8127670288086,47.36941146850586,8.468562722206116
801681601.0,6.0,267.40653165249546,-30.41478138109929,486.1563720703125,20.677420496940613,182.07589149475098,210.40581703186035,54.78965902328491,18.207565307617188
862470401.0,3.0,266.11000984179583,-29.058151675898337,1106.763427734375,162.05967903137207,529.6425857543945,322.86621856689453,74.44956874847412,17.74537869542837
202670801.0,6.0,266.43271117719956,-29.082720923066873,1784.923095703125,212.11672592163086,1222.2766876220703,345.0671157836914,5.4625773429870605,0.0
694040201.0,51.0,267.5856406784088,-30.44784193524023,7377.12109375,396.66204833984375,1856.9766235351562,3492.8848876953125,1351.7136840820312,278.8838577270508
801682301.0,1.0,267.94881850318035,-30.17967611406816,2260.8720703125,387.04019927978516,1221.47021484375,564.1635437011719,83.61650466918945,4.581603765487671
801681601.0,5.0,267.725032525956,-30.38996991632578,609.3932495117188,39.80854797363281,287.5689125061035,188.73269271850586,54.339768409729004,38.943270206451416
